Timestamp,Dónde estás trabajando,Dedicación,Contrato Plazo Fijo,Último salario mensual  o retiro BRUTO (en tu moneda CLP),Último salario mensual o retiro NETO (en tu moneda CLP),Pagos,Si tu sueldo está dolarizado ¿Cuál fue el último valor del dólar que tomaron?,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste actualizaciones de tus ingresos laborales durante 2023?,Que Porcentaje de ipc % te reajustaron,¿En qué mes fue el último ajuste?,Cómo considerás que están tus ingresos laborales comparados con el semestre anterior,¿Contás con beneficios adicionales?,¿Qué tan conforme estás con tus ingresos laborales?,¿Estás buscando trabajo?,Trabajo de,Años de experiencia,Antigüedad en la empresa actual,Tiempo en el puesto actual,¿Cuántas personas a cargo tienes?,Plataformas que utilizas en tu puesto actual,Lenguajes de programación o tecnologías que utilices en tu puesto actual,"Frameworks, herramientas y librerías que utilices en tu puesto actual",Bases de datos,QA / Testing,Cantidad de personas en tu organización,Modalidad de trabajo,Si trabajas bajo un esquema híbrido ¿Cuántos días a la semana vas a la oficina?,¿La recomendás como un buen lugar para trabajar?,"¿Qué tanto estás usando Copilot, ChatGPT u otras herramientas de IA para tu trabajo?",¿Salir o seguir contestando?,Máximo nivel de estudios,Estado,Carrera,Institución educativa,¿Salir o seguir contestando sobre las guardias?,¿Tienes turnos?,Cuánto cobrás por los turnos,Aclara el número que ingresaste en el campo anterior,¿Salir o seguir contestando sobre estudios?,Tengo (edad),Me identifico (género),¿Cuáles considerás que son las mejores empresas de IT para trabajar en este momento en tu ciudad?
1/8/2024 8:41:51,Región de Valparaíso,Full-Time,Contrato Indefinido,2400000,21000000,Cobro todo el salario en pesos,,No,Performance de la compañía,Uno,3,Febrero,3,"Abono de Internet, Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Sueldo dividido en dos pagos por mes",3,"No, pero escucho ofertas.",Data Engineer,9,3,6,0,"Amazon Web Services, Docker, Google Cloud Platform, Linux, Microcontroladores, Serverless","Java, Python, R, SQL","Flask, Hadoop, Spark","Amazon DynamoDB, Amazon Redshift, Amazon RDS/Aurora, PostgreSQL","Postman, Visual Studio Coded UI",De 51 a 100 personas,Híbrido (presencial y remoto),0,6,2,Responder sobre mis estudios,Posgrado/Especialización,Completo,Ingeniería en Informática,Pontificia Universidad Católica de Valparaíso.,Terminar encuesta,No,0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,31,Varón Cis,
1/8/2024 8:42:47,Región Metropolitana,Full-Time,Contrato Indefinido,1340083,1065335,Cobro todo el salario en pesos,,No,No recibo bono,Uno,0,Julio,2,"Crédito en billeteras virtuales (Mercado Pago, Rappi)",2,"No, pero escucho ofertas.",Developer,3,0,0,2,"Amazon Web Services, Docker, Firebase, Linux, VMWare","CSS, HTML, Javascript, Python, SQL, TypeScript","Next.js, Node.js, React.js","MariaDB, MongoDB, MySQL, PostgreSQL, SQLite",Postman,De 11  a 50  personas,100% presencial,0,5,2,Responder sobre mis estudios,Posgrado/Especialización,Completo,Desarrollo de software,Otra,Responder sobre guardias,No,0,Neto,Terminar encuesta,30,Varón Cis,"mercado libre, accenture, tcs"
1/8/2024 8:47:40,Región de Los Lagos,Full-Time,Contrato Indefinido,2900000,2800000,Cobro todo el salario en pesos,,Menos de un sueldo,Performance de la compañía,No,0,No tuve,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles",2,"No, pero escucho ofertas.",Technical Leader,10,9,5,6,"Docker, Kubernetes, Linux","HTML, Java, Javascript, Perl, Python, SQL","Spring, Vue.js","MySQL, PostgreSQL",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,8,1,Responder sobre mis estudios,Universitario,Completo,Ingenieria civil telemática,Universidad Técnica Federico Santa María.,Responder sobre guardias,"Sí, pasiva",0,Neto,Terminar encuesta,35,Varón Cis,"Conershop, fintual, bancos"
1/8/2024 8:53:08,Región Metropolitana,Full-Time,Contrato Indefinido,2100000,1800000,Cobro todo el salario en pesos,,Un sueldo,Performance individual,Uno,18,Febrero,2,"Abono de Internet, Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Descuentos varios (El mercurio, La Tercera , otro), Horarios flexibles",2,"Sí, estoy buscando activamente.",Technical Leader,15,2,2,20,"Amazon Web Services, Azure, Google Cloud Platform, Kubernetes, Linux, OpenShift, VMWare, Windows Server","HTML, Python, R, Ruby","Django, Hadoop, jQuery, Spark","Google Cloud Storage, Microsoft Azure (Tables, CosmosDB, SQL, etc), Oracle",Ninguna de las anteriores,De 501 a 1000 personas,100% remoto,0,5,4,Responder sobre mis estudios,Doctorado,En curso,Ingeniería en Ciberseguridad,Instituto de Ciencias Tecnológicas CIISA,Responder sobre guardias,No,0,Neto,Terminar encuesta,48,Varón Cis,"Google, AWS, Oracle"
1/8/2024 8:55:45,Región Metropolitana,Full-Time,Contrato plazo Fijo,927536,800000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,4,"Abono de Internet, Capacitaciones y/o cursos",3,"No, pero escucho ofertas.",Developer,0,0,0,0,"Amazon Web Services, Arduino o similar","HTML, Javascript, TypeScript","Django, Next.js, Node.js, React.js","Amazon RDS/Aurora, PostgreSQL, SQLite",Jest,De 11  a 50  personas,Híbrido (presencial y remoto),2,10,4,Responder sobre mis estudios,Universitario,Incompleto,Ingeniero Civil en Informatica y Telecomunicaciones,Universidad Diego Portales,Responder sobre guardias,No,0,Porcentaje de mi sueldo bruto,Terminar encuesta,23,Varón Cis,
1/8/2024 8:57:22,Región Metropolitana,Full-Time,Contrato Indefinido,3600000,2970000,Cobro todo el salario en pesos,,De uno a tres sueldos,Performance de la compañía,Dos,4,Julio,4,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Viajes",4,"No, pero escucho ofertas.",Data Engineer,7,1,1,0,"Docker, Google Cloud Platform, Linux","Java, Python","Hadoop, Spark","Google Cloud Storage, Bigquery",Pytest,Más de 10000 personas,100% remoto,0,10,3,Responder sobre mis estudios,Universitario,Completo,Ingeniería Electrónica,,Responder sobre guardias,No,0,Porcentaje de mi sueldo bruto,Terminar encuesta,35,Varón Cis,"Mercado Libre, Banco de Chile, Bci, LATAM Airlines"
1/8/2024 8:58:15,Región Metropolitana,Full-Time,Contrato plazo Fijo,945000,,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,3,Horarios flexibles,2,"No, pero escucho ofertas.",Developer,0,0,0,0,Docker,"Python, TypeScript","Django, Next.js, React.js",PostgreSQL,"Cypress, Postman",De 51 a 100 personas,Híbrido (presencial y remoto),2,0,3,Terminar encuesta,,,,,,,,,,28,Mujer Cis,
1/8/2024 8:59:59,Región Metropolitana,Full-Time,Contractor,3600000,3600000,Cobro todo el salario en dólares,870,Un sueldo,Performance de la compañía,No,0,No tuve,3,Ninguna de las anteriores,3,"No, pero escucho ofertas.",Data Engineer,11,2,2,0,Amazon Web Services,Python,Spark,"Amazon DynamoDB, Apache Hive",JUnit,De 101 a 200 personas,100% remoto,0,0,2,Terminar encuesta,,,,,,,,,,38,Varón Cis,
1/8/2024 9:01:11,Región Metropolitana,Full-Time,Contrato Indefinido,2950000,2200000,Cobro todo el salario en pesos,,De uno a tres sueldos,Key user,Dos,5,Diciembre,3,"Abono de Internet, Clases de idiomas, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Sueldo dividido en dos pagos por mes",3,"No, pero escucho ofertas.",BI Analyst / Data Analyst,5,2.4,1.11,0,"Amazon Web Services, Azure, Docker, Kubernetes, SAP","CSS, HTML, Javascript, Python, SQL, TypeScript, VBA","jQuery, Next.js, Node.js, React.js, SAP","Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, PostgreSQL, SQLite",Postman,De 2001a 5000 personas,Híbrido (presencial y remoto),1,8,3,Responder sobre mis estudios,Posgrado/Especialización,Completo,Ingeniería Civil Industrial,Universidad Autónoma de Chile,Terminar encuesta,No,0,Neto,Responder sobre mis estudios,29,Varón Cis,Mercado libre
1/8/2024 9:03:19,Región Metropolitana,Full-Time,Contrato Indefinido,1700000,1400000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,3,"Estacionamiento gratuito / subvencionado, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, pero escucho ofertas.",BI Analyst / Data Analyst,0,0,0,1,Google Cloud Platform,"Python, SQL",Pandas,Google Cloud Storage,Ninguna,Más de 10000 personas,Híbrido (presencial y remoto),2,7,4,Terminar encuesta,,,,,,,,,,25,Bigénero,Falabella retail
1/8/2024 9:11:53,Región Metropolitana,Full-Time,Contrato Indefinido,3219263,2558099,Cobro todo el salario en pesos,,No,No recibo bono,Uno,2,Agosto,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas",3,"No, pero escucho ofertas.",DevOps Engineer,20,2,2,0,"Amazon Web Services, Azure, Docker, Google Cloud Platform, Kubernetes, Linux, Serverless","Bash/Shell, Go, Python, SQL, TypeScript, HCL","Angular, Flask, Flutter, Next.js, Node.js, React.js, Spark, Vue.js, WordPress, Helm","Amazon DynamoDB, Amazon Redshift, Amazon RDS/Aurora, Cassandra, Google Cloud Storage, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), MySQL, PostgreSQL, Redis","Postman, Selenium, SoapUI, TFS",De 101 a 200 personas,100% remoto,0,10,3,Terminar encuesta,,,,,,,,,,43,Varón Cis,"Option, Tempo, TransBank"
1/8/2024 9:12:57,Región del Biobío,Full-Time,Contrato Indefinido,500000,750000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,2,Ninguna de las anteriores,2,"Sí, estoy buscando activamente.",DevOps Engineer,2,1,1,0,"Amazon Web Services, Azure, Docker, Google Cloud Platform, Linux, VMWare, Windows Server","HTML, Java, Perl, Python, Ruby",Ninguno de los anteriores,"MariaDB, Microsoft SQL Server",Ninguna de las anteriores,De 2 a 10 personas,100% remoto,0,7,5,Terminar encuesta,,,,,,,,,,24,Hombre.,
1/8/2024 9:16:13,Región Metropolitana,Full-Time,Contrato Indefinido,1400000,1400000,,,De uno a tres sueldos,Mix de las anteriores,No,0,No tuve,3,"Capacitaciones y/o cursos, Crédito en billeteras virtuales (Mercado Pago, Rappi), Descuentos varios (El mercurio, La Tercera , otro), Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia por nacimiento extendida",3,"No, pero escucho ofertas.",BI Analyst / Data Analyst,1,1,0,0,Google Cloud Platform,"Python, SQL, VBA",jQuery,"Google Cloud Storage, Oracle",Ninguna de las anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),2,0,5,Terminar encuesta,,,,,,,,,,30,Varón Cis,
1/8/2024 9:16:26,Región Metropolitana,Full-Time,Contrato Indefinido,3340000,2600000,Cobro todo el salario en pesos,,Menos de un sueldo,Performance de la compañía,Uno,0,Abril,4,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles",3,"No, pero escucho ofertas.",Developer,9,2,2,0,"Amazon Web Services, Serverless","Dart, Go, HTML, Javascript, SQL, TypeScript","Node.js, React.js","Amazon RDS/Aurora, MariaDB, MySQL, Redis","Jest, Postman",De 101 a 200 personas,Híbrido (presencial y remoto),0,10,4,Terminar encuesta,,,,,,,,,,31,Varón Cis,
1/8/2024 9:17:14,Región Metropolitana,Full-Time,Contrato Indefinido,1360000,1130000,Cobro todo el salario en pesos,,Menos de un sueldo,Performance individual,Uno,3.4,Febrero,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Cuota para universidad / posgrados, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Seguro complementario ",3,"No, pero escucho ofertas.",Recruiter / HR,4,1,1,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),1,10,3,Responder sobre mis estudios,Posgrado/Especialización,Completo,Psicología,Universidad de Chile,Terminar encuesta,,,,,24,Mujer Cis,"Globant, NTT data"
1/8/2024 9:20:43,Región Metropolitana,Full-Time,Contrato Indefinido,2983612,2500000,Cobro todo el salario en pesos,,No,No recibo bono,Dos,0,No tuve,3,"Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado",3,"No, pero escucho ofertas.",Technical Leader,5,5,2,5,"Amazon Web Services, Docker, Linux, VMWare","HTML, Javascript, Python, SQL, TypeScript","Next.js, Node.js, React.js, WordPress","MariaDB, MongoDB, MySQL, PostgreSQL, SQLite","Jest, Postman",De 11  a 50  personas,100% presencial,0,6,4,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Informática,Duoc UC Universidad Católica,Responder sobre guardias,No,0,Porcentaje de mi sueldo bruto,Terminar encuesta,29,Varón Cis,
1/8/2024 9:32:48,Región Metropolitana,Full-Time,Contrato Indefinido,6700000,5000000,Mi sueldo está dolarizado (pero cobro en moneda local),900,De uno a tres sueldos,Performance individual,No,0,Diciembre,4,"Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad / posgrados, Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Jardin Infantil",4,"No, pero escucho ofertas.",Recruiter / HR,14,5,2.5,6,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,10,3,Terminar encuesta,,,,,,,,,,35,Prefiero no decir,
1/8/2024 9:33:30,Región de Valparaíso,Full-Time,Contrato Indefinido,3800000,3400000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,4,"Clases de idiomas, Descuentos varios (El mercurio, La Tercera , otro)",4,"No, pero escucho ofertas.",SRE (Site Reliability Engineer),4,0,0,0,"Docker, Google Cloud Platform, Kubernetes, Linux",Python,Django,"Google Cloud Storage, PostgreSQL","Postman, Visual Studio Coded UI",De 201 a 500 personas,100% remoto,0,7,1,Terminar encuesta,,,,,,,,,,32,Varón Cis,
1/8/2024 9:35:49,Región de Los Lagos,Full-Time,Contrato Indefinido,3313861,2790643,Cobro todo el salario en pesos,,No,No recibo bono,Más de tres,0,Diciembre,3,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), 80.000 para comprar una silla, seguro complementario, aguinaldos, ",4,"No, pero escucho ofertas.",Technical Leader,6,2,2,7,"Docker, Firebase, Google Cloud Platform, Kubernetes","Javascript, Python, TypeScript","Django, Rails, Vue.js, nuxt.js","Google Cloud Storage, PostgreSQL, Redis","Cypress, vitest",De 201 a 500 personas,100% remoto,0,10,5,Terminar encuesta,,,,,,,,,,33,Varón Cis,"en mi ciudad ninguna, vivo en puerto montt y no hay muchas empresas IT o no las conozco"
1/8/2024 9:37:12,Región de Coquimbo,Full-Time,Contrato plazo Fijo,1700000,1400000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,4,bono de colacion ami pass,4,"No, pero escucho ofertas.",Developer,3,0,0,0,"Docker, Linux, Windows Server, bd, sql server , mysql",".NET, C#, SQL",.NET Core,"MariaDB, Microsoft SQL Server, MySQL",Visual Studio Coded UI,De 2001a 5000 personas,100% presencial,0,7,2,Terminar encuesta,,,,,,,,,,44,Varón Cis,
1/8/2024 9:40:23,Región Metropolitana,Full-Time,Contrato Indefinido,2722713,2015439,Cobro todo el salario en pesos,,Un sueldo,Mix de las anteriores,No,0,No tuve,3,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Bono adicional de 5 UF a libre disposicion una vez al año.",3,"No, estoy muy conforme.",DevOps Engineer,8,0,3,0,"Azure, Docker, Linux, Serverless","Bash/Shell, Python, SQL",Ninguno de los anteriores,"MariaDB, MySQL","Postman, Selenium",De 11  a 50  personas,100% remoto,0,10,5,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Informática,Otra,Terminar encuesta,No,0,Neto,Responder sobre mis estudios,30,Varón Cis,
1/8/2024 9:47:23,Región Metropolitana,Full-Time,Contrato Indefinido,3666667,2861881,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,3,Capacitaciones y/o cursos,3,"Sí, estoy buscando activamente.",DevOps Engineer,5,1,3,0,"Amazon Web Services, Azure, Docker, Linux, Windows Server","Bash/Shell, Python",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,8,2,Responder sobre guardias,Posgrado/Especialización,Completo,Ingeniería en Telecomunicaciones,Otra,Responder sobre guardias,No,0,Bruto,Terminar encuesta,37,Varón Cis,"MercadoLibre, Microsoft, AWS, Globant, Accenture"
1/8/2024 9:51:35,Región Metropolitana,Full-Time,Contrata / Planta estatal,2500000,2000000,Cobro todo el salario en pesos,,No,No recibo bono,Uno,4,Diciembre,1,Cuota para universidad / posgrados,1,"No, pero escucho ofertas.",Architect,3,3,3,2,"Docker, Kubernetes, Linux","Bash/Shell, C++, Go, SQL","Bootstrap, gin, casbin, gorm, go-ora, NextJS","MariaDB, MySQL, Oracle, PostgreSQL, SQLite","go test, sonarqube",De 101 a 200 personas,100% remoto,0,6,3,Responder sobre mis estudios,Universitario,Completo,Ingeniero Civil en Informatica y Telecomunicaciones,Universidad Diego Portales,Responder sobre guardias,No,0,Porcentaje de mi sueldo bruto,Terminar encuesta,35,Masculino,"cencosud, equifax"
1/8/2024 9:51:56,Región Metropolitana,Full-Time,Contrato Indefinido,3687000,3000000,Cobro todo el salario en pesos,No aplica,No,No recibo bono,No,0,No tuve,1,Ninguna de las anteriores,2,"No, pero escucho ofertas.",Developer,7,0,0,0,"Docker, Google Cloud Platform","HTML, Javascript, Python, Ruby, SQL, TypeScript","Angular, Bootstrap, Django, Flutter, Rails, React.js","Amazon RDS/Aurora, MySQL, PostgreSQL, SQLite","Cypress, Jest, Karma, Mocha",De 501 a 1000 personas,100% remoto,0,0,5,Terminar encuesta,,,,,,,,,,30,Mujer Cis,Globant
1/8/2024 9:59:32,Región de Valparaíso,Full-Time,Contractor,1000000,862500,Cobro todo el salario en pesos,,Menos de un sueldo,Performance grupal,No,0,No tuve,3,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",Developer,3,3,1,0,Ninguna de las anteriores,"CSS, HTML, Javascript","Bootstrap, Node.js, React.js, Vue.js",Ninguna de las anteriores,Ninguna de las anteriores,De 2 a 10 personas,100% remoto,0,8,2,Responder sobre mis estudios,Universitario,Completo,Diseño Gráfico,Otra,Responder sobre guardias,No,0,Porcentaje de mi sueldo bruto,Terminar encuesta,35,Mujer Cis,
1/8/2024 10:02:27,Región Metropolitana,Full-Time,Contrato Indefinido,2500000,2000000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas",3,"Sí, estoy buscando activamente.",Developer,4,0,0,0,Ninguna de las anteriores,"Dart, TypeScript","Angular, Flutter",Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,5,3,Responder sobre mis estudios,Posgrado/Especialización,Completo,Analista Programador,Instituto Profesional Los Leones,Responder sobre guardias,No,0,Porcentaje de mi sueldo bruto,Terminar encuesta,33,Varón Cis,
1/8/2024 10:07:48,Región Metropolitana,Full-Time,Contrata / Planta estatal,2351955,1800000,Cobro todo el salario en pesos,,No,No recibo bono,Uno,4.3,Diciembre,2,Ninguna de las anteriores,1,"No, pero escucho ofertas.",Developer,10,8,8,0,"Amazon Web Services, Linux, Serverless",Javascript,"Node.js, Vue.js","Oracle, PostgreSQL",Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),2,4,5,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Informática,Instituto Profesional INACAP,Terminar encuesta,,,,,41,Varón Cis,
1/8/2024 10:13:04,Región Metropolitana,Full-Time,Contrato Indefinido,4235696,3775799,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,4,"Capacitaciones y/o cursos, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, estoy muy conforme.",DevOps Engineer,15,0,0,0,"Amazon Web Services, Linux, Serverless","Bash/Shell, Javascript",Node.js,"Amazon DynamoDB, Amazon RDS/Aurora, MySQL","Postman, Puppeteer",De 11  a 50  personas,100% remoto,0,10,2,Responder sobre mis estudios,Universitario,Completo,Ingeniería en conectividad y redes,Duoc UC Universidad Católica,Responder sobre guardias,No,0,Neto,Terminar encuesta,32,Varón Cis,Uber
1/8/2024 10:17:54,Región Metropolitana,Full-Time,Contrato Indefinido,2963145,2493078,Cobro todo el salario en pesos,,Un sueldo,Performance grupal,Uno,4.8,Diciembre,3,"Crédito en billeteras virtuales (Mercado Pago, Rappi), Horarios flexibles",3,"No, estoy muy conforme.",Developer,13,1,1,0,"Google Cloud Platform, Linux",Java,Spring,"Google Cloud Storage, MySQL, Redis","JUnit, Postman",De 2001a 5000 personas,100% remoto,0,10,2,Responder sobre mis estudios,Universitario,Completo,Ingenierio Civil en Informatica,Universidad de Santiago,Terminar encuesta,No,0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,37,Varón Cis,
1/8/2024 10:19:33,Región Metropolitana,Full-Time,Contrato Indefinido,2700000,2300000,Cobro todo el salario en pesos,,Menos de un sueldo,Beneficios varios,No,0,No tuve,3,"Abono de Internet, Horarios flexibles",4,"No, estoy muy conforme.",Delivery Lead,11,5,1,55,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 501 a 1000 personas,100% remoto,0,8,2,Terminar encuesta,,,,,,,,,,38,Masculino,"Acid Labs, Globant"
1/8/2024 10:28:48,Región Metropolitana,Full-Time,Contrato Indefinido,5000000,,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería",3,"No, pero escucho ofertas.",cloudsec,12,1,1,0,"Amazon Web Services, Azure, Docker, Google Cloud Platform, Kubernetes, Linux, Serverless, VMWare, Windows Server","Go, Javascript, Python, SQL",Ninguno de los anteriores,"Amazon DynamoDB, Amazon RDS/Aurora, ElasticSearch, Google Cloud Storage, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, MySQL",Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,9,3,Responder sobre guardias,Posgrado/Especialización,Completo,Ingeniería en Telecomunicaciones,Universidad de Santiago,Responder sobre guardias,"Sí, pasiva",0,Neto,Terminar encuesta,33,Varón Cis,
1/8/2024 10:30:40,Región Metropolitana,Full-Time,Contrato Indefinido,4400000,3890000,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,2,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas",2,"No, pero escucho ofertas.",DevOps Engineer,25,1,0,0,"Docker, Google Cloud Platform, Kubernetes, Linux","Bash/Shell, Python",Ninguno de los anteriores,"Apache Hive, Teradata",Ninguna de las anteriores,De 51 a 100 personas,Híbrido (presencial y remoto),0,5,2,Terminar encuesta,,,,,,,,,,47,Varón Cis,
1/8/2024 10:36:31,Región Metropolitana,Full-Time,Contrato Indefinido,2350000,2000000,Cobro todo el salario en pesos,,Menos de un sueldo,Performance individual,Uno,20,Julio,4,"Capacitaciones y/o cursos, Horarios flexibles",4,"No, estoy muy conforme.",Technical Leader,9,2,2,2,"Amazon Web Services, Docker, Linux","CSS, HTML, Javascript, PHP, SQL, TypeScript","Laravel, Vue.js","Amazon RDS/Aurora, MySQL, Redis","Cypress, PHPUnit, Selenium",De 2 a 10 personas,100% remoto,0,9,2,Responder sobre mis estudios,Terciario,Completo,Analista Programador,Instituto Profesional INACAP,Terminar encuesta,No,0,Neto,Responder sobre mis estudios,35,Varón Cis,
1/8/2024 10:36:57,Región Metropolitana,Full-Time,Contrato Indefinido,3626030,2932266,Cobro todo el salario en pesos,,De uno a tres sueldos,Mix de las anteriores,Dos,10,Septiembre,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Descuentos varios (El mercurio, La Tercera , otro), Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia por nacimiento extendida",3,"No, pero escucho ofertas.",Product Manager,3,2,2,9,Amazon Web Services,SQL,Ninguno de los anteriores,Athena AWS,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,9,3,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Información y Control de Gestión,Universidad de Chile,Terminar encuesta,,,,,27,Varón Cis,
1/8/2024 10:38:23,Región de Valparaíso,Full-Time,Contrato Indefinido,3800000,3300000,Cobro todo el salario en pesos,,De uno a tres sueldos,Performance de la compañía,Dos,100,Diciembre,4,Horarios flexibles,4,"No, estoy muy conforme.",Data Engineer,18,2,2,0,Google Cloud Platform,"Python, SQL","Flask, Spark","Google Cloud Storage, Bigquery",Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,8,4,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Software,Otra,Terminar encuesta,No,0,Neto,Responder sobre mis estudios,44,Varón Cis,
1/8/2024 10:41:36,Región Metropolitana,Full-Time,Contrato Indefinido,4448112,3421576,Cobro todo el salario en pesos,,De uno a tres sueldos,Performance de la compañía,Uno,4.8,Marzo,3,"Abono de celular, Capacitaciones y/o cursos, Gift cards varias veces al año, dias libres sistema de puntos",3,"No, pero escucho ofertas.","Software Engineer, developer, analyst, support, Architect.",15,7,7,0,"Amazon Web Services, Docker, Google Cloud Platform, Kubernetes, Linux, OCI","Bash/Shell, HTML, Java, Javascript, PHP, Python, SQL","Django, jQuery","MariaDB, MySQL, PostgreSQL","Ninguna de las anteriores, No me dedico a QA.",De 1001 a 2000 personas,Híbrido (presencial y remoto),1,7,0,Responder sobre mis estudios,Maestría,Completo,Ingeniería en Informática,Universidad de Santiago,Terminar encuesta,No,0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,40,Varón Cis,
1/8/2024 10:51:29,Región del Biobío,Full-Time,Contrato Indefinido,2100000,1800000,Cobro todo el salario en pesos,,Menos de un sueldo,Performance individual,Uno,3,Marzo,1,"Abono de Internet, Comidas pagas / subvencionadas",2,"No, pero escucho ofertas.",Technical Leader,15,2,2,5,"Amazon Web Services, Azure, Docker, Linux, SAP, Serverless",".NET, Bash/Shell, CSS, HTML, Javascript, SQL",".NET Core, Angular, Next.js, Node.js, React.js","Amazon DynamoDB, Amazon RDS/Aurora, MongoDB, Oracle, PostgreSQL","Jest, JUnit, Postman, Puppeteer, Selenium, SoapUI",De 1001 a 2000 personas,100% remoto,0,5,1,Terminar encuesta,,,,,,,,,,36,Varón Cis,
1/8/2024 10:54:59,Región Metropolitana,Full-Time,Contrato Indefinido,1014591,850136,Cobro todo el salario en pesos,,No,No recibo bono,No,0,No tuve,3,Ninguna de las anteriores,2,"No, estoy muy conforme.",Developer,0,0,0,0,"Amazon Web Services, Google Cloud Platform","HTML, Javascript, Python, R",Node.js,"Amazon Redshift, Google Cloud Storage",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,8,5,Responder sobre mis estudios,Universitario,Completo,Analista Programador,Duoc UC Universidad Católica,Terminar encuesta,No,0,Neto,Responder sobre mis estudios,31,Mujer Cis,"Ibm, microsoft"
